,index,zipcode,Category,installs_per_100,100_hhs,number_installed,PO_NAME,STATE,ZIP_TYPE,ZCTA,Zip_join_type,population,landsqmi,popdensity,total_household,avg_hh_size,percet_1unit,ZCTA_5,mean_income,earning_hhs,mean_income_earning_hhs,percent_int_div_rent,earn_int_div_rent,no_financial_incentive_prog,no_rules_reg_pol_incentive,no_plants,op_months,summer_capacity,winter_capacity,nameplate_capacity,comm_rate,ind_rate,res_rate,comm_rate_noniou,ind_rate_noniou,res_rate_noniou,region
2255,2255,16933,Low,0.070921986,28.2,2,Mansfield,PA,Zip Code Area,16933,Zip Matches ZCTA,7488,97.46,76.83,2820,2.36,60.4,16933,58835,72.9,56578,27.3,13411,7,3,0,0,0.0,0.0,0.0,0.08,0.06,0.09,0.11,0.07,0.15,PJM
2256,2256,87121,Low,0.02179124,229.45,5,Albuquerque,NM,Zip Code Area,87121,Zip Matches ZCTA,76721,255.96,299.74,22945,3.36,77.0,87121,50172,86.0,48441,6.9,9625,2,2,0,0,0.0,0.0,0.0,0.1,0.05,0.12,0.11,0.06,0.13,Southwest
2257,2257,13215,Low,0.053580997,55.99,3,Syracuse,NY,Zip Code Area,13215,Zip Matches ZCTA,15245,33.94,449.21,5599,2.56,82.1,13215,101141,78.0,104245,35.6,14760,14,6,0,0,0.0,0.0,0.0,0.07,0.04,0.09,0.0,0.0,0.0,NYISO
2258,2258,91604,Medium,0.362773824,143.34,52,Studio City,CA,Zip Code Area,91604,Zip Matches ZCTA,29034,5.15,5636.58,14334,2.1,42.8,91604,143386,87.2,137827,33.1,38150,22,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.13,0.15,CAISO
2259,2259,65043,Low,0.074019245,40.53,3,Holts Summit,MO,Zip Code Area,65043,Zip Matches ZCTA,9452,52.4,180.4,4053,2.59,75.1,65043,62118,77.3,62017,18.8,4969,10,3,0,0,0.0,0.0,0.0,0.08,0.07,0.11,0.09,0.0,0.12,Northwest
2260,2260,2155,Medium,0.224709002,222.51,50,Medford,MA,Zip Code Area,2155,Zip Matches ZCTA,57964,8.2,7071.37,22251,2.47,45.0,2155,97309,81.2,101313,29.3,17177,18,4,0,0,0.0,0.0,0.0,0.11,0.1,0.15,0.0,0.0,0.0,New England
2261,2261,1095,Medium,0.342400609,52.57,18,Wilbraham,MA,Zip Code Area,1095,Zip Matches ZCTA,14319,22.61,633.19,5257,2.71,90.9,1095,110992,74.5,120755,33.7,17976,18,4,0,0,0.0,0.0,0.0,0.1,0.09,0.14,0.0,0.0,0.0,New England
2262,2262,21054,Medium,0.224831376,40.03,9,Gambrills,MD,Zip Code Area,21054,Zip Matches ZCTA,10127,17.83,568.1,4003,2.61,78.2,21054,131033,76.5,135655,35.2,16052,7,4,0,0,0.0,0.0,0.0,0.08,0.07,0.1,0.0,0.0,0.0,PJM
2263,2263,92241,Medium,0.313889615,38.23,12,Desert Hot Springs,CA,Zip Code Area,92241,Zip Matches ZCTA,8803,138.12,63.73,3823,2.4,38.2,92241,45557,56.0,46395,20.5,21085,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.12,0.14,0.13,CAISO
2264,2264,85140,Medium,0.712927757,126.24,90,San Tan Valley,AZ,Zip Code Area,85140,Zip Matches ZCTA,36711,33.54,1094.67,12624,3.43,92.1,85140,71740,82.0,73593,13.5,11610,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.06,0.12,Southwest
2265,2265,12170,Medium,0.272776869,18.33,5,Stillwater,NY,Zip Code Area,12170,Zip Matches ZCTA,4945,30.12,164.18,1833,2.68,78.8,12170,77022,77.6,79541,23.6,6979,14,6,0,0,0.0,0.0,0.0,0.07,0.04,0.09,0.0,0.0,0.0,NYISO
2266,2266,75119,Low,0.032790469,91.49,3,Ennis,TX,Zip Code Area,75119,Zip Matches ZCTA,26601,264.87,100.43,9149,2.92,73.8,75119,61177,79.2,62549,14.0,7452,19,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ERCOT
2267,2267,70458,Low,0.01411333,141.71,2,Slidell,LA,Zip Code Area,70458,Zip Matches ZCTA,35077,21.09,1662.89,14171,2.6,81.1,70458,75660,79.4,76801,21.0,10772,0,1,0,0,0.0,0.0,0.0,0.1,0.08,0.11,0.09,0.09,0.09,MISO
2268,2268,90008,Medium,0.239890336,145.9,35,Los Angeles,CA,Zip Code Area,90008,Zip Matches ZCTA,32327,3.67,8801.25,14590,2.19,37.2,90008,59215,67.8,61419,13.1,31609,22,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.13,0.15,CAISO
2269,2269,90305,Low,0.138097704,57.93,8,Inglewood,CA,Zip Code Area,90305,Zip Matches ZCTA,14853,2.32,6404.92,5793,2.63,69.0,90305,84836,77.3,81295,15.2,20089,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.15,0.13,0.15,CAISO
2270,2270,95020,High,1.756719313,180.45,317,Gilroy,CA,Zip Code Area,95020,Zip Matches ZCTA,57349,156.01,367.6,18045,3.37,73.3,95020,105319,85.4,102494,20.8,28919,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
2271,2271,21794,Medium,0.438596491,9.12,4,West Friendship,MD,Zip Code Area,21794,Zip Matches ZCTA,2434,8.73,278.87,912,2.99,100.0,21794,193862,84.6,191708,47.4,26726,7,4,0,0,0.0,0.0,0.0,0.08,0.07,0.1,0.0,0.0,0.0,PJM
2272,2272,17972,Low,0.133067199,45.09,6,Schuylkill Haven,PA,Zip Code Area,17972,Zip Matches ZCTA,11627,40.95,283.92,4509,2.4,78.7,17972,71818,77.9,71411,23.1,7084,7,3,0,0,0.0,0.0,0.0,0.06,0.04,0.09,0.0,0.0,0.0,PJM
2273,2273,89451,Low,0.108225108,36.96,4,Incline Village,NV,Zip Code Area,89451,Zip Matches ZCTA,8930,25.3,352.96,3696,2.28,76.4,89451,121659,69.7,107824,48.2,54707,9,2,0,0,0.0,0.0,0.0,0.04,0.03,0.05,0.0,0.0,0.0,Northwest
2274,2274,85325,High,1.012145749,4.94,5,Bouse,AZ,Zip Code Area,85325,Zip Matches ZCTA,1212,830.39,1.46,494,1.88,39.1,85325,49655,30.6,39784,30.8,29203,7,1,0,0,0.0,0.0,0.0,0.11,0.08,0.13,0.0,0.0,0.0,Southwest
2275,2275,5143,Medium,0.543478261,18.4,10,Chester,VT,Zip Code Area,5143,Zip Matches ZCTA,4343,94.86,45.78,1840,2.43,72.4,5143,66038,71.4,67138,26.2,21689,4,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,New England
2276,2276,54759,Low,0.156739812,6.38,1,Pepin,WI,Zip Code Area,54759,Zip Matches ZCTA,1533,51.61,29.7,638,2.28,80.6,54759,62140,76.2,57538,30.1,12265,7,4,0,0,0.0,0.0,0.0,0.1,0.08,0.13,0.11,0.09,0.14,MISO
2277,2277,19734,Medium,0.581549035,37.83,22,Townsend,DE,Zip Code Area,19734,Zip Matches ZCTA,11651,78.18,149.02,3783,3.14,94.6,19734,93168,79.2,98101,22.7,8502,2,2,0,0,0.0,0.0,0.0,0.07,0.05,0.09,0.14,0.07,0.14,PJM
2278,2278,75491,Low,0.152749491,19.64,3,Whitewright,TX,Zip Code Area,75491,Zip Matches ZCTA,4801,95.74,50.15,1964,2.8,69.7,75491,75204,83.5,71959,18.5,12920,19,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.12,ERCOT
2279,2279,56531,Low,0.115074799,8.69,1,Elbow Lake,MN,Zip Code Area,56531,Zip Matches ZCTA,1994,159.66,12.49,869,2.24,87.1,56531,71367,80.7,65207,29.9,29921,32,3,0,0,0.0,0.0,0.0,0.08,0.06,0.1,0.09,0.12,0.12,MISO
2280,2280,78626,Low,0.041059331,97.42,4,Georgetown,TX,Zip Code Area,78626,Zip Matches ZCTA,25996,93.07,279.31,9742,2.9,73.0,78626,71550,84.2,70532,15.8,13436,19,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08,0.11,ERCOT
2281,2281,13796,Low,0.168918919,5.92,1,Laurens,NY,Zip Code Area,13796,Zip Matches ZCTA,1236,22.31,55.4,592,2.46,80.4,13796,66766,75.7,64108,21.1,6003,14,6,0,0,0.0,0.0,0.0,0.07,0.04,0.09,0.0,0.0,0.0,NYISO
2282,2282,93546,Medium,0.957972806,32.36,31,Mammoth Lakes,CA,Zip Code Area,93546,Zip Matches ZCTA,9567,172.27,55.53,3236,2.8,53.1,93546,79758,89.0,72734,21.8,23190,22,2,0,0,0.0,0.0,0.0,0.12,0.08,0.15,0.0,0.0,0.0,CAISO
2283,2283,63368,Low,0.01268794,157.63,2,O Fallon,MO,Zip Code Area,63368,Zip Matches ZCTA,43360,16.49,2630.11,15763,2.9,82.0,63368,106057,86.4,107479,20.3,14405,10,3,0,0,0.0,0.0,0.0,0.08,0.07,0.11,0.1,0.07,0.09,Northwest
2284,2284,33701,Low,0.01161845,86.07,1,Saint Petersburg,FL,Zip Code Area,33701,Zip Matches ZCTA,15014,2.67,5629.55,8607,1.62,29.3,33701,66202,64.4,73152,22.8,28313,5,2,0,0,0.0,0.0,0.0,0.09,0.08,0.12,0.0,0.0,0.0,Southeast
2285,2285,91602,Medium,0.295202952,94.85,28,North Hollywood,CA,Zip Code Area,91602,Zip Matches ZCTA,17473,2.05,8535.91,9485,1.96,30.2,91602,99154,89.8,96028,25.0,25969,22,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.07,0.16,CAISO
2286,2286,91722,Medium,0.45834994,100.36,46,Covina,CA,Zip Code Area,91722,Zip Matches ZCTA,34409,4.13,8329.46,10036,3.51,80.1,91722,79257,86.2,78194,11.5,15159,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.18,0.12,0.13,CAISO
2287,2287,94306,Low,0.028047868,106.96,3,Palo Alto,CA,Zip Code Area,94306,Zip Matches ZCTA,26469,4.19,6321.71,10696,2.55,65.8,94306,175067,79.5,183470,46.6,36472,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.12,0.11,0.13,CAISO
2288,2288,20602,Low,0.051082959,97.88,5,Waldorf,MD,Zip Code Area,20602,Zip Matches ZCTA,24955,13.86,1801.02,9788,2.67,78.3,20602,84547,85.8,87538,9.2,5123,7,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.09,PJM
2289,2289,70435,Low,0.015647004,63.91,1,Covington,LA,Zip Code Area,70435,Zip Matches ZCTA,16603,104.67,158.63,6391,2.76,84.9,70435,81775,76.3,83220,22.6,13766,0,1,0,0,0.0,0.0,0.0,0.09,0.06,0.1,0.09,0.09,0.09,MISO
2290,2290,70127,Medium,0.313005936,92.65,29,New Orleans,LA,Zip Code Area,70127,Zip Matches ZCTA,20471,7.1,2885.27,9265,2.79,60.1,70127,39437,70.6,44023,5.1,11087,0,1,0,0,0.0,0.0,0.0,0.09,0.07,0.1,0.0,0.0,0.0,MISO
2291,2291,34652,Low,0.009503897,105.22,1,New Port Richey,FL,Zip Code Area,34652,Zip Matches ZCTA,24147,8.55,2824.21,10522,2.23,66.7,34652,47507,56.8,46930,18.0,29867,5,2,0,0,0.0,0.0,0.0,0.09,0.08,0.12,0.0,0.0,0.0,Southeast
2292,2292,2575,High,4.731861199,9.51,45,West Tisbury,MA,Zip Code Area,2575,Zip Matches ZCTA,2725,25.0,109.0,951,2.39,100.0,2575,103097,88.1,88473,30.5,44731,18,4,0,0,0.0,0.0,0.0,0.13,0.1,0.16,0.0,0.0,0.0,New England
2293,2293,78617,Low,0.159616919,62.65,10,Del Valle,TX,Zip Code Area,78617,Zip Matches ZCTA,22210,69.39,320.07,6265,3.81,68.0,78617,62137,91.2,60017,7.5,5032,19,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.11,ERCOT
2294,2294,80030,Low,0.082508251,60.6,5,Westminster,CO,Zip Code Area,80030,Zip Matches ZCTA,15329,2.64,5813.05,6060,2.64,62.6,80030,58300,81.7,57828,14.3,17591,10,0,0,0,0.0,0.0,0.0,0.09,0.07,0.11,0.0,0.0,0.0,Southwest
2295,2295,14215,Low,0.006140997,162.84,1,Buffalo,NY,Zip Code Area,14215,Zip Matches ZCTA,39999,4.91,8139.8,16284,2.33,53.0,14215,43105,69.8,43404,22.7,8711,14,6,0,0,0.0,0.0,0.0,0.07,0.03,0.1,0.0,0.0,0.0,NYISO
2296,2296,21133,Low,0.035047753,114.13,4,Randallstown,MD,Zip Code Area,21133,Zip Matches ZCTA,29998,10.14,2959.84,11413,2.89,73.3,21133,89656,80.8,91525,13.2,9195,7,4,0,0,0.0,0.0,0.0,0.08,0.07,0.1,0.0,0.0,0.0,PJM
2297,2297,18914,Medium,0.201558721,74.42,15,Chalfont,PA,Zip Code Area,18914,Zip Matches ZCTA,21063,17.74,1187.05,7442,2.89,91.5,18914,121191,85.8,123735,29.4,15169,7,3,0,0,0.0,0.0,0.0,0.07,0.04,0.1,0.0,0.0,0.0,PJM
2298,2298,1520,Medium,0.248186331,52.38,13,Holden,MA,Zip Code Area,1520,Zip Matches ZCTA,13997,18.08,774.13,5238,2.81,90.8,1520,116214,82.2,121364,28.2,9590,18,4,0,0,0.0,0.0,0.0,0.1,0.1,0.14,0.0,0.0,0.0,New England
2299,2299,92571,Low,0.181428336,121.26,22,Perris,CA,Zip Code Area,92571,Zip Matches ZCTA,52516,22.56,2327.53,12126,4.48,87.6,92571,61276,89.7,59548,4.2,8469,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.12,0.12,0.18,CAISO
2300,2300,8750,Medium,0.280308339,14.27,4,Sea Girt,NJ,Zip Code Area,8750,Zip Matches ZCTA,3528,1.89,1866.67,1427,2.34,93.2,8750,177039,68.5,168721,56.5,57698,10,4,0,0,0.0,0.0,0.0,0.08,0.06,0.09,0.0,0.0,0.0,PJM
2301,2301,1036,Medium,0.20975354,19.07,4,Hampden,MA,Zip Code Area,1036,Zip Matches ZCTA,5109,19.51,261.83,1907,2.67,92.7,1036,102719,79.6,108135,32.6,6186,18,4,0,0,0.0,0.0,0.0,0.1,0.1,0.14,0.0,0.0,0.0,New England
2302,2302,78240,Low,0.037950664,237.15,9,San Antonio,TX,Zip Code Area,78240,Zip Matches ZCTA,51111,11.32,4517.1,23715,2.44,43.4,78240,63206,81.8,63038,15.9,12777,19,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.11,ERCOT
2303,2303,8620,Medium,0.939849624,42.56,40,Trenton,NJ,Zip Code Area,8620,Zip Matches ZCTA,14693,8.9,1651.08,4256,2.69,86.7,8620,102427,82.4,98485,28.2,13454,10,4,0,0,0.0,0.0,0.0,0.08,0.05,0.09,0.0,0.0,0.0,PJM
2304,2304,94805,High,1.233875491,53.49,66,Richmond,CA,Zip Code Area,94805,Zip Matches ZCTA,13648,1.98,6882.5,5349,2.77,81.4,94805,87755,83.4,84355,26.9,14002,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
2305,2305,95468,High,3.889789303,6.17,24,Point Arena,CA,Zip Code Area,95468,Zip Matches ZCTA,1258,65.19,19.3,617,2.24,86.5,95468,52381,68.7,45763,24.3,22740,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
2306,2306,93412,Low,0.031022181,64.47,2,Los Osos,CA,Post Office or large volume customer,93402,Spatial join to ZCTA,14318,29.09,492.15,6447,2.4,83.9,93402,88636,73.7,81933,32.3,33368,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
2307,2307,1952,Medium,0.219238147,36.49,8,Salisbury,MA,Zip Code Area,1952,Zip Matches ZCTA,8283,15.4,537.72,3649,2.42,66.1,1952,77096,76.5,75957,24.7,19864,18,4,0,0,0.0,0.0,0.0,0.1,0.1,0.14,0.0,0.0,0.0,New England
2308,2308,7701,Low,0.07230658,96.81,7,Red Bank,NJ,Zip Code Area,7701,Zip Matches ZCTA,23813,9.27,2567.72,9681,2.44,64.6,7701,108009,78.6,112433,27.2,17905,10,4,0,0,0.0,0.0,0.0,0.08,0.06,0.09,0.0,0.0,0.0,PJM
2309,2309,96789,Low,0.078369906,178.64,14,Mililani,HI,Zip Code Area,96789,Zip Matches ZCTA,54129,27.28,1984.42,17864,3.03,65.9,96789,108950,86.1,101571,34.5,12150,1,2,0,0,0.0,0.0,0.0,0.23,0.19,0.26,0.0,0.0,0.0,Hawaii
2310,2310,91411,Medium,0.353908608,96.07,34,Van Nuys,CA,Zip Code Area,91411,Zip Matches ZCTA,24628,2.04,12060.72,9607,2.59,31.9,91411,69514,88.0,71440,13.8,10251,22,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.13,0.15,CAISO
2311,2311,95409,High,2.526684456,119.92,303,Santa Rosa,CA,Zip Code Area,95409,Zip Matches ZCTA,27187,38.38,708.46,11992,2.2,74.3,95409,87956,62.0,87068,44.4,24798,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
2312,2312,14803,Medium,0.488997555,4.09,2,Alfred Station,NY,Zip Code Area,14803,Zip Matches ZCTA,1174,24.92,47.1,409,2.09,68.2,14803,62166,80.9,55417,35.0,6566,14,6,0,0,0.0,0.0,0.0,0.07,0.04,0.09,0.1,0.0,0.12,NYISO
2313,2313,92544,High,1.455138662,153.25,223,Hemet,CA,Zip Code Area,92544,Zip Matches ZCTA,44734,135.7,329.66,15325,3.06,69.8,92544,60922,67.8,62127,15.4,23510,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.18,0.0,0.18,CAISO
2314,2314,92074,Low,0.012640627,158.22,2,Poway,CA,Post Office or large volume customer,92064,Spatial join to ZCTA,47904,40.95,1169.7,15822,3.1,80.1,92064,125843,83.0,121945,33.9,27456,22,2,0,0,0.0,0.0,0.0,0.14,0.11,0.15,0.0,0.0,0.0,CAISO
2315,2315,10970,Low,0.11016249,36.31,4,Pomona,NY,Zip Code Area,10970,Zip Matches ZCTA,9993,13.77,725.87,3631,2.6,54.7,10970,101644,89.1,92191,19.9,28114,14,6,0,0,0.0,0.0,0.0,0.1,0.06,0.15,0.0,0.0,0.0,NYISO
2316,2316,95540,Medium,0.334975369,50.75,17,Fortuna,CA,Zip Code Area,95540,Zip Matches ZCTA,13657,27.77,491.84,5075,2.61,75.3,95540,54378,68.4,54630,22.1,12554,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
2317,2317,1001,Low,0.125173853,71.9,9,Agawam,MA,Zip Code Area,1001,Zip Matches ZCTA,16769,11.44,1465.57,7190,2.34,64.3,1001,70545,71.7,77743,22.7,9312,18,4,0,0,0.0,0.0,0.0,0.11,0.09,0.14,0.0,0.0,0.0,New England
2318,2318,48462,Low,0.020733983,48.23,1,Ortonville,MI,Zip Code Area,48462,Zip Matches ZCTA,13266,47.61,278.64,4823,2.86,97.4,48462,92167,85.4,90122,25.0,11653,8,2,0,0,0.0,0.0,0.0,0.06,0.04,0.09,0.0,0.0,0.0,MISO
2319,2319,7023,Low,0.039698293,25.19,1,Fanwood,NJ,Zip Code Area,7023,Zip Matches ZCTA,7318,1.34,5453.06,2519,2.95,92.3,7023,141242,81.3,147070,44.7,11853,10,4,0,0,0.0,0.0,0.0,0.08,0.04,0.1,0.0,0.0,0.0,PJM
2320,2320,1468,Low,0.175746924,17.07,3,Templeton,MA,Zip Code Area,1468,Zip Matches ZCTA,4021,21.4,187.9,1707,2.17,89.7,1468,80416,77.0,85559,23.0,9609,18,4,0,0,0.0,0.0,0.0,0.1,0.1,0.14,0.0,0.0,0.0,New England
2321,2321,2725,Low,0.108108108,9.25,1,Somerset,MA,Zip Code Area,2725,Zip Matches ZCTA,2631,2.37,1108.72,925,2.37,93.0,2725,72664,69.4,74607,19.5,18906,18,4,0,0,0.0,0.0,0.0,0.1,0.1,0.14,0.0,0.0,0.0,New England
2322,2322,53704,Low,0.048973995,204.19,10,Madison,WI,Zip Code Area,53704,Zip Matches ZCTA,44034,22.41,1964.58,20419,2.19,53.3,53704,67893,84.3,64542,25.6,14644,7,4,0,0,0.0,0.0,0.0,0.11,0.08,0.15,0.0,0.0,0.0,MISO
2323,2323,12168,Medium,0.451977401,8.85,4,Stephentown,NY,Zip Code Area,12168,Zip Matches ZCTA,1952,34.88,55.97,885,2.32,76.9,12168,76337,76.5,75722,20.3,19557,14,6,0,0,0.0,0.0,0.0,0.07,0.04,0.09,0.0,0.0,0.0,NYISO
2324,2324,8328,Medium,0.431965443,4.63,2,Malaga,NJ,Zip Code Area,8328,Zip Matches ZCTA,1347,2.1,642.35,463,2.79,93.1,8328,67416,66.5,68687,19.9,32667,10,4,0,0,0.0,0.0,0.0,0.1,0.06,0.13,0.14,0.12,0.15,PJM
2325,2325,78758,Low,0.147547031,189.77,28,Austin,TX,Zip Code Area,78758,Zip Matches ZCTA,44072,9.28,4747.09,18977,2.43,40.6,78758,60426,88.4,60205,14.6,10552,19,2,3,36,117.5,117.5,117.5,0.0,0.0,0.0,0.1,0.07,0.11,ERCOT
2326,2326,38572,Low,0.042698548,46.84,2,Crossville,TN,Zip Code Area,38572,Zip Matches ZCTA,10649,154.69,68.84,4684,2.36,70.9,38572,49094,65.5,46674,20.1,7213,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.07,Southeast
2327,2327,33455,Low,0.010158472,98.44,1,Hobe Sound,FL,Zip Code Area,33455,Zip Matches ZCTA,19980,49.08,407.1,9844,2.28,71.8,33455,92965,58.2,78379,34.5,60496,5,2,0,0,0.0,0.0,0.0,0.08,0.06,0.1,0.0,0.0,0.0,Southeast
2328,2328,95010,High,1.248199712,41.66,52,Capitola,CA,Zip Code Area,95010,Zip Matches ZCTA,9137,1.37,6659.62,4166,2.21,46.9,95010,93365,75.0,96315,28.5,25117,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.0,0.0,0.0,CAISO
2329,2329,85224,Low,0.196580687,167.87,33,Chandler,AZ,Zip Code Area,85224,Zip Matches ZCTA,42796,9.33,4585.94,16787,2.59,68.3,85224,79321,87.3,77302,19.2,20380,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.11,Southwest
2330,2330,78045,Low,0.005631582,177.57,1,Laredo,TX,Zip Code Area,78045,Zip Matches ZCTA,54713,723.53,75.62,17757,3.56,81.3,78045,81762,91.9,79159,12.9,26401,19,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.08,0.13,ERCOT
2331,2331,13676,Low,0.076555024,52.25,4,Potsdam,NY,Zip Code Area,13676,Zip Matches ZCTA,16646,159.51,104.36,5225,2.33,62.4,13676,66527,72.9,68044,27.0,13374,14,6,0,0,0.0,0.0,0.0,0.07,0.03,0.1,0.0,0.0,0.0,NYISO
2332,2332,33401,Low,0.01774308,112.72,2,West Palm Beach,FL,Zip Code Area,33401,Zip Matches ZCTA,24879,5.34,4663.36,11272,2.19,30.1,33401,76231,73.0,79117,20.0,36174,5,2,0,0,0.0,0.0,0.0,0.08,0.06,0.1,0.0,0.0,0.0,Southeast
2333,2333,91770,Low,0.146139007,171.07,25,Rosemead,CA,Zip Code Area,91770,Zip Matches ZCTA,62097,6.42,9667.91,17107,3.67,87.5,91770,62363,81.6,63068,12.3,10265,22,2,135,565,67.5,67.5,67.5,0.09,0.06,0.13,0.0,0.0,0.0,CAISO
2334,2334,96067,Low,0.089418778,33.55,3,Mount Shasta,CA,Zip Code Area,96067,Zip Matches ZCTA,7165,135.83,52.75,3355,2.02,79.3,96067,58050,63.3,47667,36.4,26167,22,2,0,0,0.0,0.0,0.0,0.15,0.14,0.13,0.0,0.0,0.0,CAISO
2335,2335,48843,Low,0.006034275,165.72,1,Howell,MI,Zip Code Area,48843,Zip Matches ZCTA,42931,90.0,477.02,16572,2.65,77.4,48843,83055,79.2,85861,20.6,11706,8,2,0,0,0.0,0.0,0.0,0.06,0.04,0.09,0.0,0.0,0.0,MISO
2336,2336,21842,Medium,0.216748768,50.75,11,Ocean City,MD,Zip Code Area,21842,Zip Matches ZCTA,11089,8.89,1247.5,5075,2.15,58.2,21842,84712,70.3,76015,35.4,31180,7,4,0,0,0.0,0.0,0.0,0.08,0.03,0.1,0.13,0.1,0.14,PJM
2337,2337,2382,Medium,0.205262176,53.59,11,Whitman,MA,Zip Code Area,2382,Zip Matches ZCTA,14489,6.94,2087.75,5359,2.74,69.2,2382,87239,82.9,90613,19.6,6635,18,4,0,0,0.0,0.0,0.0,0.1,0.1,0.14,0.0,0.0,0.0,New England
2338,2338,55963,Low,0.04982561,20.07,1,Pine Island,MN,Zip Code Area,55963,Zip Matches ZCTA,4988,78.07,63.89,2007,2.46,82.1,55963,98075,81.0,81751,29.0,69495,32,3,0,0,0.0,0.0,0.0,0.1,0.08,0.13,0.12,0.05,0.14,MISO
2339,2339,1430,Medium,0.501138952,21.95,11,Ashburnham,MA,Zip Code Area,1430,Zip Matches ZCTA,6089,36.98,164.66,2195,2.72,95.9,1430,98111,81.2,103289,19.8,12390,18,4,0,0,0.0,0.0,0.0,0.12,0.09,0.15,0.0,0.0,0.0,New England
2340,2340,97114,Low,0.0643915,15.53,1,Dayton,OR,Zip Code Area,97114,Zip Matches ZCTA,4762,57.29,83.12,1553,3.15,78.8,97114,73589,79.1,70808,23.6,20530,22,6,0,0,0.0,0.0,0.0,0.06,0.04,0.06,0.07,0.05,0.06,Northwest
2341,2341,69162,Low,0.028224668,35.43,1,Sidney,NE,Zip Code Area,69162,Zip Matches ZCTA,7765,434.46,17.87,3543,2.2,80.1,69162,67179,81.2,70231,17.5,11563,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.13,SPP
2342,2342,14845,Low,0.046479201,86.06,4,Horseheads,NY,Zip Code Area,14845,Zip Matches ZCTA,20453,79.82,256.24,8606,2.34,76.3,14845,77921,73.0,83252,32.1,7320,14,6,0,0,0.0,0.0,0.0,0.07,0.04,0.09,0.1,0.0,0.12,NYISO
2343,2343,95677,High,4.011204482,89.25,358,Rocklin,CA,Zip Code Area,95677,Zip Matches ZCTA,23333,8.86,2632.93,8925,2.63,74.9,95677,90295,79.7,91013,21.7,14217,22,2,0,0,0.0,0.0,0.0,0.14,0.1,0.17,0.14,0.11,0.16,CAISO
2344,2344,3897,Low,0.100806452,9.92,1,Wonalancet,NH,Post Office or large volume customer,3886,Spatial join to ZCTA,2112,38.13,55.39,992,2.15,71.0,3886,70860,79.4,72300,21.4,5572,4,4,0,0,0.0,0.0,0.0,0.12,0.2,0.13,0.0,0.0,0.0,New England
2345,2345,81647,Low,0.041169205,24.29,1,New Castle,CO,Zip Code Area,81647,Zip Matches ZCTA,7104,365.91,19.41,2429,2.94,71.2,81647,84455,93.0,81115,17.0,16857,10,0,0,0,0.0,0.0,0.0,0.09,0.07,0.11,0.09,0.09,0.11,Southwest
2346,2346,19010,Low,0.123915737,72.63,9,Bryn Mawr,PA,Zip Code Area,19010,Zip Matches ZCTA,21103,8.43,2503.62,7263,2.39,66.5,19010,167019,78.6,169081,45.1,39739,7,3,2,13,2.3,1.7,2.5,0.07,0.04,0.11,0.0,0.0,0.0,PJM
2347,2347,93581,Low,0.008967001,111.52,1,Tehachapi,CA,Post Office or large volume customer,93561,Spatial join to ZCTA,34630,264.09,131.13,11152,2.65,82.8,93561,76076,71.5,77210,22.1,8282,22,2,0,0,0.0,0.0,0.0,0.09,0.06,0.13,0.0,0.0,0.0,CAISO
